frame,rgb_path,raw_candidate_count,accepted_count,rank0_score,rank0_semantic,rank0_appearance,rank0_geometric,rank0_bbox_area,rank0_mask_area,min_final_score_pass,min_bbox_area_pass,min_mask_area_pass,depth_valid_ratio,depth_validity_pass,feature_match_count,rejection_reason,cause_class
000055,output/qa_performance_20260609/only_Milk/extracted/rgb/000055.png,48,0,0.620255708694458,0.6135606169700623,0.6985653638839722,0.5479030609130859,6768.0,6042,True,False,False,0.9783184376034426,True,not_logged,mask_area_below_min;bbox_area_below_min,bbox_and_mask_area_below_min
000060,output/qa_performance_20260609/only_Milk/extracted/rgb/000060.png,47,0,0.6300159096717834,0.6238325834274292,0.7367193698883057,0.5284595489501953,6256.0,5772,True,False,False,0.9972279972279973,True,not_logged,mask_area_below_min;bbox_area_below_min,bbox_and_mask_area_below_min
000065,output/qa_performance_20260609/only_Milk/extracted/rgb/000065.png,47,0,0.618224561214447,0.6208220720291138,0.7236471176147461,0.5090909004211426,6192.0,6048,True,False,False,0.998181216931217,True,not_logged,mask_area_below_min;bbox_area_below_min,bbox_and_mask_area_below_min
000070,output/qa_performance_20260609/only_Milk/extracted/rgb/000070.png,47,0,0.6350000500679016,0.6473421454429626,0.7511541247367859,0.5065039992332458,6850.0,6447,True,False,False,0.9930200093066542,True,not_logged,mask_area_below_min;bbox_area_below_min,bbox_and_mask_area_below_min
000075,output/qa_performance_20260609/only_Milk/extracted/rgb/000075.png,47,0,0.5996928811073303,0.5973092317581177,0.7417139410972595,0.45714637637138367,5100.0,4761,True,False,False,0.9970594412938458,True,not_logged,mask_area_below_min;bbox_area_below_min,bbox_and_mask_area_below_min
000080,output/qa_performance_20260609/only_Milk/extracted/rgb/000080.png,46,0,0.6219702363014221,0.6373763680458069,0.753192126750946,0.47228750586509705,7367.0,6881,True,False,False,0.9863391948844644,True,not_logged,mask_area_below_min;bbox_area_below_min,bbox_and_mask_area_below_min
000160,output/qa_performance_20260609/only_Milk/extracted/rgb/000160.png,46,0,0.5850869417190552,0.6313015222549438,0.7081360220909119,0.4111860990524292,7436.0,6839,True,False,False,0.9945898523175903,True,not_logged,mask_area_below_min;bbox_area_below_min,bbox_and_mask_area_below_min
000165,output/qa_performance_20260609/only_Milk/extracted/rgb/000165.png,47,0,0.5739594101905823,0.6163275837898254,0.660000741481781,0.43735364079475403,8176.0,7304,True,False,False,0.9826122672508215,True,not_logged,mask_area_below_min;bbox_area_below_min,bbox_and_mask_area_below_min
000170,output/qa_performance_20260609/only_Milk/extracted/rgb/000170.png,44,0,0.5749415159225464,0.6119405627250671,0.6675148010253906,0.43410205841064453,7473.0,6734,True,False,False,0.9915354915354916,True,not_logged,mask_area_below_min;bbox_area_below_min,bbox_and_mask_area_below_min
000175,output/qa_performance_20260609/only_Milk/extracted/rgb/000175.png,44,0,0.5867482423782349,0.5992905497550964,0.6919844150543213,0.4614518880844116,7100.0,6385,True,False,False,0.9813625685199687,True,not_logged,mask_area_below_min;bbox_area_below_min,bbox_and_mask_area_below_min
000180,output/qa_performance_20260609/only_Milk/extracted/rgb/000180.png,44,0,0.5887603759765625,0.6114379167556763,0.6941087245941162,0.4515898525714874,6624.0,5968,True,False,False,0.983411528150134,True,not_logged,mask_area_below_min;bbox_area_below_min,bbox_and_mask_area_below_min
000185,output/qa_performance_20260609/only_Milk/extracted/rgb/000185.png,43,0,0.6595023274421692,0.6712720394134521,0.7747923135757446,0.528430163860321,5175.0,4909,True,False,False,0.9983703401914851,True,not_logged,mask_area_below_min;bbox_area_below_min,bbox_and_mask_area_below_min
000190,output/qa_performance_20260609/only_Milk/extracted/rgb/000190.png,43,0,0.6286062002182007,0.6363899111747742,0.7375802993774414,0.5094159245491028,4830.0,4625,True,False,False,0.9974054054054055,True,not_logged,mask_area_below_min;bbox_area_below_min,bbox_and_mask_area_below_min
000195,output/qa_performance_20260609/only_Milk/extracted/rgb/000195.png,46,0,0.6324275135993958,0.6090524196624756,0.7252325415611267,0.5622817277908325,6072.0,5651,True,False,False,0.9869049725712263,True,not_logged,mask_area_below_min;bbox_area_below_min,bbox_and_mask_area_below_min
000200,output/qa_performance_20260609/only_Milk/extracted/rgb/000200.png,45,0,0.6359196305274963,0.6316699385643005,0.7347413897514343,0.5403726696968079,6120.0,5802,True,False,False,0.9974146845915202,True,not_logged,mask_area_below_min;bbox_area_below_min,bbox_and_mask_area_below_min
000205,output/qa_performance_20260609/only_Milk/extracted/rgb/000205.png,46,0,0.5702723264694214,0.6340698003768921,0.6910107731819153,0.3642786145210266,5984.0,5617,True,False,False,0.9843332739896742,True,not_logged,mask_area_below_min;bbox_area_below_min,bbox_and_mask_area_below_min
000210,output/qa_performance_20260609/only_Milk/extracted/rgb/000210.png,46,0,0.6308161020278931,0.6361493468284607,0.718182384967804,0.5381165742874146,6768.0,6096,True,False,False,0.9975393700787402,True,not_logged,mask_area_below_min;bbox_area_below_min,bbox_and_mask_area_below_min
000215,output/qa_performance_20260609/only_Milk/extracted/rgb/000215.png,44,0,0.6204824447631836,0.6198825836181641,0.7128691673278809,0.5277494192123413,7350.0,6391,True,False,False,0.9687059928023783,True,not_logged,mask_area_below_min;bbox_area_below_min,bbox_and_mask_area_below_min
000220,output/qa_performance_20260609/only_Milk/extracted/rgb/000220.png,47,0,0.6164857745170593,0.6158528923988342,0.7059088349342346,0.5276955366134644,7852.0,7709,True,False,False,0.9548579582306395,True,not_logged,mask_area_below_min;bbox_area_below_min,bbox_and_mask_area_below_min
000225,output/qa_performance_20260609/only_Milk/extracted/rgb/000225.png,47,0,0.5775930881500244,0.556718647480011,0.6025006771087646,0.5730381011962891,2950.0,2176,True,False,False,0.9958639705882353,True,not_logged,mask_area_below_min;bbox_area_below_min,bbox_and_mask_area_below_min
000230,output/qa_performance_20260609/only_Milk/extracted/rgb/000230.png,47,0,0.6228369474411011,0.6234781742095947,0.7038102149963379,0.5403810143470764,9633.0,8939,True,True,False,0.9640899429466383,True,not_logged,mask_area_below_min,mask_area_below_min
000280,output/qa_performance_20260609/only_Milk/extracted/rgb/000280.png,41,0,0.5732089281082153,0.6205882430076599,0.7123796939849854,0.36895695328712463,7809.0,6926,True,False,False,0.9914813745307537,True,not_logged,mask_area_below_min;bbox_area_below_min,bbox_and_mask_area_below_min
000285,output/qa_performance_20260609/only_Milk/extracted/rgb/000285.png,43,0,0.6158515214920044,0.6499546766281128,0.7524271011352539,0.44517281651496887,6966.0,6180,True,False,False,0.9954692556634305,True,not_logged,mask_area_below_min;bbox_area_below_min,bbox_and_mask_area_below_min
000290,output/qa_performance_20260609/only_Milk/extracted/rgb/000290.png,41,0,0.6030635237693787,0.5938102602958679,0.7078343033790588,0.5075459480285645,7089.0,6193,True,False,False,0.9838527369610851,True,not_logged,mask_area_below_min;bbox_area_below_min,bbox_and_mask_area_below_min
000295,output/qa_performance_20260609/only_Milk/extracted/rgb/000295.png,42,0,0.6125643253326416,0.6174805164337158,0.7217555642127991,0.4984569549560547,6762.0,6014,True,False,False,0.9985034918523445,True,not_logged,mask_area_below_min;bbox_area_below_min,bbox_and_mask_area_below_min
000300,output/qa_performance_20260609/only_Milk/extracted/rgb/000300.png,41,0,0.617878794670105,0.6203482151031494,0.7192087769508362,0.5140794515609741,6576.0,5997,True,False,False,0.9829914957478739,True,not_logged,mask_area_below_min;bbox_area_below_min,bbox_and_mask_area_below_min
000305,output/qa_performance_20260609/only_Milk/extracted/rgb/000305.png,44,0,0.6276885867118835,0.6440055966377258,0.7533933520317078,0.4827078878879547,5952.0,5422,True,False,False,0.9990778310586499,True,not_logged,mask_area_below_min;bbox_area_below_min,bbox_and_mask_area_below_min
000310,output/qa_performance_20260609/only_Milk/extracted/rgb/000310.png,44,0,0.6202104091644287,0.6243330240249634,0.7256599068641663,0.5106382966041565,6336.0,5812,True,False,False,0.9778045423262216,True,not_logged,mask_area_below_min;bbox_area_below_min,bbox_and_mask_area_below_min
000315,output/qa_performance_20260609/only_Milk/extracted/rgb/000315.png,46,0,0.6250738501548767,0.5995859503746033,0.7270137667655945,0.5478338003158569,6615.0,6209,True,False,False,0.9714929940409084,True,not_logged,mask_area_below_min;bbox_area_below_min,bbox_and_mask_area_below_min
000320,output/qa_performance_20260609/only_Milk/extracted/rgb/000320.png,47,0,0.6348125338554382,0.6237938404083252,0.7436285018920898,0.5360070466995239,6650.0,6362,True,False,False,0.9723357434768941,True,not_logged,mask_area_below_min;bbox_area_below_min,bbox_and_mask_area_below_min
000325,output/qa_performance_20260609/only_Milk/extracted/rgb/000325.png,47,0,0.6320688128471375,0.6079691052436829,0.7105005979537964,0.577176570892334,7800.0,7155,True,False,False,0.9767994409503844,True,not_logged,mask_area_below_min;bbox_area_below_min,bbox_and_mask_area_below_min
000330,output/qa_performance_20260609/only_Milk/extracted/rgb/000330.png,46,0,0.6334799528121948,0.6192828416824341,0.7337577939033508,0.5465116500854492,7384.0,7199,True,False,False,0.9167939991665509,True,not_logged,mask_area_below_min;bbox_area_below_min,bbox_and_mask_area_below_min
000335,output/qa_performance_20260609/only_Milk/extracted/rgb/000335.png,46,0,0.6415689587593079,0.5778070688247681,0.6309468150138855,0.7255792021751404,3038.0,2254,True,False,False,0.9964507542147294,True,not_logged,mask_area_below_min;bbox_area_below_min,bbox_and_mask_area_below_min
000430,output/qa_performance_20260609/only_Milk/extracted/rgb/000430.png,47,0,0.6416594386100769,0.5891749858856201,0.6318553686141968,0.7120089530944824,3172.0,2449,True,False,False,0.972233564720294,True,not_logged,mask_area_below_min;bbox_area_below_min,bbox_and_mask_area_below_min
000435,output/qa_performance_20260609/only_Milk/extracted/rgb/000435.png,44,0,0.6283389329910278,0.6139881014823914,0.7223150730133057,0.5478927493095398,9075.0,8885,True,True,False,0.9698368036015756,True,not_logged,mask_area_below_min,mask_area_below_min
000440,output/qa_performance_20260609/only_Milk/extracted/rgb/000440.png,45,0,0.6346742510795593,0.6269285082817078,0.7141455411911011,0.5629487633705139,9240.0,8968,True,True,False,0.9103479036574487,True,not_logged,mask_area_below_min,mask_area_below_min
000450,output/qa_performance_20260609/only_Milk/extracted/rgb/000450.png,46,0,0.573011040687561,0.5977522134780884,0.6963110566139221,0.4132543206214905,9322.0,8650,True,True,False,0.834335260115607,True,not_logged,mask_area_below_min,mask_area_below_min
000455,output/qa_performance_20260609/only_Milk/extracted/rgb/000455.png,44,0,0.564948558807373,0.5858999490737915,0.6919869184494019,0.4086214601993561,9982.0,8978,True,True,False,0.8510804188015149,True,not_logged,mask_area_below_min,mask_area_below_min
000460,output/qa_performance_20260609/only_Milk/extracted/rgb/000460.png,45,0,0.5708248615264893,0.5962809920310974,0.6940501928329468,0.4103773534297943,9360.0,8598,True,True,False,0.8293789253314724,True,not_logged,mask_area_below_min,mask_area_below_min
000465,output/qa_performance_20260609/only_Milk/extracted/rgb/000465.png,45,0,0.5819868445396423,0.6198779344558716,0.704840362071991,0.4133738577365875,8400.0,7909,True,False,False,0.8146415476039954,True,not_logged,mask_area_below_min;bbox_area_below_min,bbox_and_mask_area_below_min
000470,output/qa_performance_20260609/only_Milk/extracted/rgb/000470.png,44,0,0.5789512395858765,0.6192167401313782,0.707404613494873,0.40197351574897766,8816.0,7994,True,False,False,0.83562672004003,True,not_logged,mask_area_below_min;bbox_area_below_min,bbox_and_mask_area_below_min
000475,output/qa_performance_20260609/only_Milk/extracted/rgb/000475.png,43,0,0.5588181614875793,0.5872501134872437,0.6842730045318604,0.39393940567970276,7700.0,6984,True,False,False,0.854381443298969,True,not_logged,mask_area_below_min;bbox_area_below_min,bbox_and_mask_area_below_min
000480,output/qa_performance_20260609/only_Milk/extracted/rgb/000480.png,38,0,0.5868452787399292,0.6231285929679871,0.7163830995559692,0.4104399085044861,6732.0,5894,True,False,False,0.8839497794367153,True,not_logged,mask_area_below_min;bbox_area_below_min,bbox_and_mask_area_below_min
000485,output/qa_performance_20260609/only_Milk/extracted/rgb/000485.png,42,0,0.6024413704872131,0.6527007222175598,0.728842556476593,0.4196891188621521,6768.0,6288,True,False,False,0.9111005089058524,True,not_logged,mask_area_below_min;bbox_area_below_min,bbox_and_mask_area_below_min
000490,output/qa_performance_20260609/only_Milk/extracted/rgb/000490.png,45,0,0.5974589586257935,0.6563137769699097,0.7333158254623413,0.3960331380367279,6256.0,5910,True,False,False,0.9467005076142132,True,not_logged,mask_area_below_min;bbox_area_below_min,bbox_and_mask_area_below_min
000495,output/qa_performance_20260609/only_Milk/extracted/rgb/000495.png,46,0,0.5575466156005859,0.5773999094963074,0.6730036735534668,0.408307284116745,7473.0,6785,True,False,False,0.8841562269712602,True,not_logged,mask_area_below_min;bbox_area_below_min,bbox_and_mask_area_below_min
000500,output/qa_performance_20260609/only_Milk/extracted/rgb/000500.png,43,0,0.5899903178215027,0.6232320070266724,0.7097066044807434,0.42610684037208557,7395.0,6932,True,False,False,0.9373918061165609,True,not_logged,mask_area_below_min;bbox_area_below_min,bbox_and_mask_area_below_min
000505,output/qa_performance_20260609/only_Milk/extracted/rgb/000505.png,41,0,0.5886275768280029,0.6249212026596069,0.7042203545570374,0.4270462691783905,6672.0,6235,True,False,False,0.95028067361668,True,not_logged,mask_area_below_min;bbox_area_below_min,bbox_and_mask_area_below_min
000510,output/qa_performance_20260609/only_Milk/extracted/rgb/000510.png,46,0,0.5708776712417603,0.593908965587616,0.6423518061637878,0.4482758641242981,7332.0,6532,True,False,False,0.793937538273117,False,not_logged,mask_area_below_min;bbox_area_below_min;depth_valid_ratio_below_min,depth_problem
000515,output/qa_performance_20260609/only_Milk/extracted/rgb/000515.png,41,0,0.6097539067268372,0.6081989407539368,0.7166272401809692,0.5033497214317322,6909.0,6189,True,False,False,0.942963322022944,True,not_logged,mask_area_below_min;bbox_area_below_min,bbox_and_mask_area_below_min
000520,output/qa_performance_20260609/only_Milk/extracted/rgb/000520.png,44,0,0.6145841479301453,0.6322525143623352,0.7234415411949158,0.48805826902389526,7007.0,6583,True,False,False,0.9828345739024761,True,not_logged,mask_area_below_min;bbox_area_below_min,bbox_and_mask_area_below_min
000525,output/qa_performance_20260609/only_Milk/extracted/rgb/000525.png,42,0,0.6274530291557312,0.6280114650726318,0.736473560333252,0.517874002456665,7592.0,6873,True,False,False,0.9903972064600611,True,not_logged,mask_area_below_min;bbox_area_below_min,bbox_and_mask_area_below_min
000530,output/qa_performance_20260609/only_Milk/extracted/rgb/000530.png,44,0,0.6322197914123535,0.6318845152854919,0.7361498475074768,0.528624951839447,7592.0,6751,True,False,False,0.9894830395496963,True,not_logged,mask_area_below_min;bbox_area_below_min,bbox_and_mask_area_below_min
000535,output/qa_performance_20260609/only_Milk/extracted/rgb/000535.png,44,0,0.6317926049232483,0.629662275314331,0.7283816933631897,0.5373339653015137,7344.0,6599,True,False,False,0.9880284891650251,True,not_logged,mask_area_below_min;bbox_area_below_min,bbox_and_mask_area_below_min
000540,output/qa_performance_20260609/only_Milk/extracted/rgb/000540.png,47,0,0.6245175004005432,0.61222904920578,0.7524476647377014,0.5088757276535034,6384.0,5803,True,False,False,0.9843184559710495,True,not_logged,mask_area_below_min;bbox_area_below_min,bbox_and_mask_area_below_min
000545,output/qa_performance_20260609/only_Milk/extracted/rgb/000545.png,46,0,0.6314528584480286,0.6328805685043335,0.7375767827033997,0.5205047130584717,6116.0,5382,True,False,False,1.0,True,not_logged,mask_area_below_min;bbox_area_below_min,bbox_and_mask_area_below_min
000550,output/qa_performance_20260609/only_Milk/extracted/rgb/000550.png,46,0,0.6321877837181091,0.6263224482536316,0.7336911559104919,0.5345572233200073,6160.0,5384,True,False,False,0.9986998514115899,True,not_logged,mask_area_below_min;bbox_area_below_min,bbox_and_mask_area_below_min
000555,output/qa_performance_20260609/only_Milk/extracted/rgb/000555.png,47,0,0.6241725087165833,0.6427362561225891,0.6963246464729309,0.5274088382720947,3861.0,3581,True,False,False,1.0,True,not_logged,mask_area_below_min;bbox_area_below_min,bbox_and_mask_area_below_min
000560,output/qa_performance_20260609/only_Milk/extracted/rgb/000560.png,46,0,0.5717413425445557,0.5714830160140991,0.7186024188995361,0.4236272871494293,3496.0,3209,True,False,False,0.9881583047678405,True,not_logged,mask_area_below_min;bbox_area_below_min,bbox_and_mask_area_below_min
000565,output/qa_performance_20260609/only_Milk/extracted/rgb/000565.png,46,0,0.6004678606987,0.5872336626052856,0.6235605478286743,0.5904249548912048,7952.0,7285,True,False,False,0.9739190116678106,True,not_logged,mask_area_below_min;bbox_area_below_min,bbox_and_mask_area_below_min
000570,output/qa_performance_20260609/only_Milk/extracted/rgb/000570.png,45,0,0.5850443243980408,0.5941963195800781,0.6523159742355347,0.5057092905044556,6370.0,5969,True,False,False,0.9916233875020941,True,not_logged,mask_area_below_min;bbox_area_below_min,bbox_and_mask_area_below_min
000575,output/qa_performance_20260609/only_Milk/extracted/rgb/000575.png,47,0,0.5748834013938904,0.6186379790306091,0.6673411726951599,0.4114285707473755,4074.0,4111,True,False,False,1.0,True,not_logged,mask_area_below_min;bbox_area_below_min,bbox_and_mask_area_below_min
000580,output/qa_performance_20260609/only_Milk/extracted/rgb/000580.png,48,0,0.6056390404701233,0.649662971496582,0.7429263591766357,0.4224585294723511,4747.0,4241,True,False,False,0.9976420655505777,True,not_logged,mask_area_below_min;bbox_area_below_min,bbox_and_mask_area_below_min
000685,output/qa_performance_20260609/only_Milk/extracted/rgb/000685.png,45,0,0.5684456825256348,0.5790871381759644,0.6858830451965332,0.4390464723110199,9120.0,8675,True,True,False,0.9620749279538905,True,not_logged,mask_area_below_min,mask_area_below_min
000690,output/qa_performance_20260609/only_Milk/extracted/rgb/000690.png,44,0,0.5353841781616211,0.4888184070587158,0.5990309715270996,0.5080544948577881,6240.0,6099,False,False,False,0.9365469749139204,True,not_logged,final_score_below_min;mask_area_below_min;bbox_area_below_min,bbox_and_mask_area_below_min
000695,output/qa_performance_20260609/only_Milk/extracted/rgb/000695.png,42,0,0.5680637955665588,0.5425328612327576,0.6365872621536255,0.5045672059059143,5916.0,5783,True,False,False,0.943109112917171,True,not_logged,mask_area_below_min;bbox_area_below_min,bbox_and_mask_area_below_min
000700,output/qa_performance_20260609/only_Milk/extracted/rgb/000700.png,44,0,0.5788127779960632,0.4952854812145233,0.6149570941925049,0.6447368264198303,5432.0,5310,True,False,False,0.9693032015065913,True,not_logged,mask_area_below_min;bbox_area_below_min,bbox_and_mask_area_below_min
000705,output/qa_performance_20260609/only_Milk/extracted/rgb/000705.png,44,0,0.5580970644950867,0.5398468375205994,0.6340773701667786,0.47659575939178467,7728.0,7520,True,False,False,0.9405585106382979,True,not_logged,mask_area_below_min;bbox_area_below_min,bbox_and_mask_area_below_min
000710,output/qa_performance_20260609/only_Milk/extracted/rgb/000710.png,47,0,0.5742092132568359,0.5690787434577942,0.658677875995636,0.4698741137981415,7700.0,7455,True,False,False,0.9023474178403755,True,not_logged,mask_area_below_min;bbox_area_below_min,bbox_and_mask_area_below_min
000715,output/qa_performance_20260609/only_Milk/extracted/rgb/000715.png,45,0,0.5859564542770386,0.5664533972740173,0.6578465104103088,0.5108944773674011,5885.0,5644,True,False,False,0.9681077250177179,True,not_logged,mask_area_below_min;bbox_area_below_min,bbox_and_mask_area_below_min
000720,output/qa_performance_20260609/only_Milk/extracted/rgb/000720.png,44,0,0.5872071385383606,0.5684966444969177,0.6539232134819031,0.5173807740211487,5768.0,5639,True,False,False,0.9430750133002306,True,not_logged,mask_area_below_min;bbox_area_below_min,bbox_and_mask_area_below_min
000725,output/qa_performance_20260609/only_Milk/extracted/rgb/000725.png,43,0,0.5390723943710327,0.5686110854148865,0.6956035494804382,0.34912604093551636,5775.0,5072,False,False,False,0.9753548895899053,True,not_logged,final_score_below_min;mask_area_below_min;bbox_area_below_min,bbox_and_mask_area_below_min
000730,output/qa_performance_20260609/only_Milk/extracted/rgb/000730.png,43,0,0.568962812423706,0.6091249585151672,0.7159690260887146,0.3798649311065674,6441.0,6087,True,False,False,0.9406932807622803,True,not_logged,mask_area_below_min;bbox_area_below_min,bbox_and_mask_area_below_min
000735,output/qa_performance_20260609/only_Milk/extracted/rgb/000735.png,42,0,0.581235945224762,0.5953277945518494,0.7090999484062195,0.43781664967536926,8721.0,8388,True,False,False,0.9541010968049595,True,not_logged,mask_area_below_min;bbox_area_below_min,bbox_and_mask_area_below_min
000740,output/qa_performance_20260609/only_Milk/extracted/rgb/000740.png,46,0,0.607485294342041,0.6345969438552856,0.7579811811447144,0.42804670333862305,8151.0,7648,True,False,False,0.9603817991631799,True,not_logged,mask_area_below_min;bbox_area_below_min,bbox_and_mask_area_below_min
