bag,min_bbox_area,min_mask_area,min_final_score,candidate_output_count,tp,fp,tn,fn,visible_recall,hidden_fpr,hand_interaction_fpr,fpr,precision,hidden_fp,hand_fp,revisible_recovery_success,revisible_transition_count,revisible_recovery_rate
SLAM_with_milk_nomilk,6000,1000,0.4,409,179,230,95,8,0.9572192513368984,0.6330275229357798,0.8598130841121495,0.7076923076923077,0.43765281173594134,138,92,4,4,1.0
only_Milk,6000,1000,0.4,171,171,0,0,2,0.9884393063583815,,,,1.0,0,0,,,
SLAM_with_milk_nomilk,6000,1000,0.45,201,157,44,281,30,0.839572192513369,0.10550458715596331,0.19626168224299065,0.13538461538461538,0.7810945273631841,23,21,4,4,1.0
only_Milk,6000,1000,0.45,169,169,0,0,4,0.976878612716763,,,,1.0,0,0,,,
SLAM_with_milk_nomilk,6000,1000,0.5,149,146,3,322,41,0.7807486631016043,0.013761467889908258,0.0,0.009230769230769232,0.9798657718120806,3,0,4,4,1.0
only_Milk,6000,1000,0.5,169,169,0,0,4,0.976878612716763,,,,1.0,0,0,,,
SLAM_with_milk_nomilk,6000,1000,0.55,109,108,1,324,79,0.5775401069518716,0.0045871559633027525,0.0,0.003076923076923077,0.9908256880733946,1,0,4,4,1.0
only_Milk,6000,1000,0.55,165,165,0,0,8,0.953757225433526,,,,1.0,0,0,,,
SLAM_with_milk_nomilk,6000,1000,0.6,12,12,0,325,175,0.06417112299465241,0.0,0.0,0.0,1.0,0,0,2,4,0.5
only_Milk,6000,1000,0.6,117,117,0,0,56,0.6763005780346821,,,,1.0,0,0,,,
SLAM_with_milk_nomilk,6000,2000,0.4,400,179,221,104,8,0.9572192513368984,0.591743119266055,0.8598130841121495,0.68,0.4475,129,92,4,4,1.0
only_Milk,6000,2000,0.4,171,171,0,0,2,0.9884393063583815,,,,1.0,0,0,,,
SLAM_with_milk_nomilk,6000,2000,0.45,199,157,42,283,30,0.839572192513369,0.0963302752293578,0.19626168224299065,0.12923076923076923,0.7889447236180904,21,21,4,4,1.0
only_Milk,6000,2000,0.45,169,169,0,0,4,0.976878612716763,,,,1.0,0,0,,,
SLAM_with_milk_nomilk,6000,2000,0.5,149,146,3,322,41,0.7807486631016043,0.013761467889908258,0.0,0.009230769230769232,0.9798657718120806,3,0,4,4,1.0
only_Milk,6000,2000,0.5,169,169,0,0,4,0.976878612716763,,,,1.0,0,0,,,
SLAM_with_milk_nomilk,6000,2000,0.55,109,108,1,324,79,0.5775401069518716,0.0045871559633027525,0.0,0.003076923076923077,0.9908256880733946,1,0,4,4,1.0
only_Milk,6000,2000,0.55,165,165,0,0,8,0.953757225433526,,,,1.0,0,0,,,
SLAM_with_milk_nomilk,6000,2000,0.6,12,12,0,325,175,0.06417112299465241,0.0,0.0,0.0,1.0,0,0,2,4,0.5
only_Milk,6000,2000,0.6,117,117,0,0,56,0.6763005780346821,,,,1.0,0,0,,,
SLAM_with_milk_nomilk,6000,3000,0.4,395,179,216,109,8,0.9572192513368984,0.5688073394495413,0.8598130841121495,0.6646153846153846,0.4531645569620253,124,92,4,4,1.0
only_Milk,6000,3000,0.4,171,171,0,0,2,0.9884393063583815,,,,1.0,0,0,,,
SLAM_with_milk_nomilk,6000,3000,0.45,197,157,40,285,30,0.839572192513369,0.0871559633027523,0.19626168224299065,0.12307692307692308,0.7969543147208121,19,21,4,4,1.0
only_Milk,6000,3000,0.45,169,169,0,0,4,0.976878612716763,,,,1.0,0,0,,,
SLAM_with_milk_nomilk,6000,3000,0.5,149,146,3,322,41,0.7807486631016043,0.013761467889908258,0.0,0.009230769230769232,0.9798657718120806,3,0,4,4,1.0
only_Milk,6000,3000,0.5,169,169,0,0,4,0.976878612716763,,,,1.0,0,0,,,
SLAM_with_milk_nomilk,6000,3000,0.55,109,108,1,324,79,0.5775401069518716,0.0045871559633027525,0.0,0.003076923076923077,0.9908256880733946,1,0,4,4,1.0
only_Milk,6000,3000,0.55,165,165,0,0,8,0.953757225433526,,,,1.0,0,0,,,
SLAM_with_milk_nomilk,6000,3000,0.6,12,12,0,325,175,0.06417112299465241,0.0,0.0,0.0,1.0,0,0,2,4,0.5
only_Milk,6000,3000,0.6,117,117,0,0,56,0.6763005780346821,,,,1.0,0,0,,,
SLAM_with_milk_nomilk,6000,4000,0.4,389,178,211,114,9,0.9518716577540107,0.5596330275229358,0.8317757009345794,0.6492307692307693,0.45758354755784064,122,89,4,4,1.0
only_Milk,6000,4000,0.4,171,171,0,0,2,0.9884393063583815,,,,1.0,0,0,,,
SLAM_with_milk_nomilk,6000,4000,0.45,195,156,39,286,31,0.8342245989304813,0.0871559633027523,0.18691588785046728,0.12,0.8,19,20,4,4,1.0
only_Milk,6000,4000,0.45,169,169,0,0,4,0.976878612716763,,,,1.0,0,0,,,
SLAM_with_milk_nomilk,6000,4000,0.5,149,146,3,322,41,0.7807486631016043,0.013761467889908258,0.0,0.009230769230769232,0.9798657718120806,3,0,4,4,1.0
only_Milk,6000,4000,0.5,169,169,0,0,4,0.976878612716763,,,,1.0,0,0,,,
SLAM_with_milk_nomilk,6000,4000,0.55,109,108,1,324,79,0.5775401069518716,0.0045871559633027525,0.0,0.003076923076923077,0.9908256880733946,1,0,4,4,1.0
only_Milk,6000,4000,0.55,165,165,0,0,8,0.953757225433526,,,,1.0,0,0,,,
SLAM_with_milk_nomilk,6000,4000,0.6,12,12,0,325,175,0.06417112299465241,0.0,0.0,0.0,1.0,0,0,2,4,0.5
only_Milk,6000,4000,0.6,117,117,0,0,56,0.6763005780346821,,,,1.0,0,0,,,
SLAM_with_milk_nomilk,6000,5000,0.4,372,173,199,126,14,0.9251336898395722,0.518348623853211,0.8037383177570093,0.6123076923076923,0.4650537634408602,113,86,4,4,1.0
only_Milk,6000,5000,0.4,170,170,0,0,3,0.9826589595375722,,,,1.0,0,0,,,
SLAM_with_milk_nomilk,6000,5000,0.45,188,152,36,289,35,0.8128342245989305,0.08256880733944955,0.16822429906542055,0.11076923076923077,0.8085106382978723,18,18,4,4,1.0
only_Milk,6000,5000,0.45,169,169,0,0,4,0.976878612716763,,,,1.0,0,0,,,
SLAM_with_milk_nomilk,6000,5000,0.5,145,142,3,322,45,0.7593582887700535,0.013761467889908258,0.0,0.009230769230769232,0.9793103448275862,3,0,4,4,1.0
only_Milk,6000,5000,0.5,169,169,0,0,4,0.976878612716763,,,,1.0,0,0,,,
SLAM_with_milk_nomilk,6000,5000,0.55,100,99,1,324,88,0.5294117647058824,0.0045871559633027525,0.0,0.003076923076923077,0.99,1,0,4,4,1.0
only_Milk,6000,5000,0.55,165,165,0,0,8,0.953757225433526,,,,1.0,0,0,,,
SLAM_with_milk_nomilk,6000,5000,0.6,0,0,0,325,187,0.0,0.0,0.0,0.0,,0,0,0,4,0.0
only_Milk,6000,5000,0.6,117,117,0,0,56,0.6763005780346821,,,,1.0,0,0,,,
SLAM_with_milk_nomilk,6000,6000,0.4,334,155,179,146,32,0.8288770053475936,0.47706422018348627,0.7009345794392523,0.5507692307692308,0.46407185628742514,104,75,4,4,1.0
only_Milk,6000,6000,0.4,166,166,0,0,7,0.9595375722543352,,,,1.0,0,0,,,
SLAM_with_milk_nomilk,6000,6000,0.45,166,132,34,291,55,0.7058823529411765,0.07339449541284404,0.16822429906542055,0.10461538461538461,0.7951807228915663,16,18,4,4,1.0
only_Milk,6000,6000,0.45,164,164,0,0,9,0.9479768786127167,,,,1.0,0,0,,,
SLAM_with_milk_nomilk,6000,6000,0.5,125,123,2,323,64,0.6577540106951871,0.009174311926605505,0.0,0.006153846153846154,0.984,2,0,4,4,1.0
only_Milk,6000,6000,0.5,164,164,0,0,9,0.9479768786127167,,,,1.0,0,0,,,
SLAM_with_milk_nomilk,6000,6000,0.55,83,82,1,324,105,0.4385026737967914,0.0045871559633027525,0.0,0.003076923076923077,0.9879518072289156,1,0,4,4,1.0
only_Milk,6000,6000,0.55,160,160,0,0,13,0.9248554913294798,,,,1.0,0,0,,,
SLAM_with_milk_nomilk,6000,6000,0.6,0,0,0,325,187,0.0,0.0,0.0,0.0,,0,0,0,4,0.0
only_Milk,6000,6000,0.6,109,109,0,0,64,0.630057803468208,,,,1.0,0,0,,,
